date,value
2020-01-01,101.50390003776818
2020-01-02,98.08040835466014
2020-01-03,85.91102701562042
2020-01-04,96.49947573646226
2020-01-05,100.46599426652816
2020-01-06,103.72896748600294
2020-01-07,93.85072157431104
2020-01-08,102.409507947911
2020-01-09,108.30338707958128
2020-01-10,104.052623593462
2020-01-11,104.65323575880278
2020-01-12,104.65470237469206
2020-01-13,105.06825099172723
2020-01-14,108.69754472606591
2020-01-15,103.90481295300857
2020-01-16,98.63719673719969
2020-01-17,97.51109207190073
2020-01-18,93.56074443670514
2020-01-19,105.80793252973591
2020-01-20,107.8425174622847
2020-01-21,98.68337779686723
2020-01-22,95.83792071080694
2020-01-23,102.01185391297842
2020-01-24,98.65641022337083
2020-01-25,99.39847420861489
2020-01-26,99.41825648217132
2020-01-27,103.97358260234252
2020-01-28,98.97946728588148
2020-01-29,107.88329778023945
2020-01-30,106.96220260205521
2020-01-31,102.55143806385132
2020-02-01,103.40544208785853
2020-02-02,109.96651858368104
2020-02-03,110.01299882189338
2020-02-04,105.05104545136477
2020-02-05,109.73154080120487
2020-02-06,106.16902647724538
2020-02-07,104.58263260881006
2020-02-08,107.64200947155067
2020-02-09,108.6778850501565
2020-02-10,107.56029325347694
2020-02-11,116.22728639077748
2020-02-12,108.11224053802954
2020-02-13,117.31216768272729
2020-02-14,108.16804830380819
2020-02-15,115.29775374057539
2020-02-16,110.41724783088604
2020-02-17,120.23288057486002
2020-02-18,114.71128748128845
2020-02-19,111.2622143989355
2020-02-20,112.0876810818773
2020-02-21,113.9667076037181
2020-02-22,98.3606781905979
2020-02-23,114.42103078074375
2020-02-24,113.97208183683176
2020-02-25,108.87917052885754
2020-02-26,114.65038376119765
2020-02-27,114.38594962874814
2020-02-28,113.55274683440062
2020-02-29,118.59296838497228
2020-03-01,113.57574151442518
2020-03-02,110.60231517889886
2020-03-03,100.55302547464255
2020-03-04,111.13971433515592
2020-03-05,111.25796750853344
2020-03-06,112.17753707989266
2020-03-07,117.18287697513486
2020-03-08,116.16418751482207
2020-03-09,101.87628194715957
2020-03-10,106.43204186443965
2020-03-11,111.66465851858631
2020-03-12,114.55276049287677
2020-03-13,116.405899331756
2020-03-14,110.52049845319831
2020-03-15,112.13034433490489
2020-03-16,113.62770226279969
2020-03-17,122.41358939960838
2020-03-18,110.97590051781815
2020-03-19,112.85850173302293
2020-03-20,115.4241509857724
2020-03-21,110.99779285037972
2020-03-22,112.72025154130807
2020-03-23,119.06560289586594
2020-03-24,121.76220754752732
2020-03-25,121.68758108902045
2020-03-26,119.92451015282913
2020-03-27,117.7683523095837
2020-03-28,110.92694879538527
2020-03-29,110.2274340804608
2020-03-30,111.00028958561455
2020-03-31,118.67914953391372
2020-04-01,119.83770179705499
2020-04-02,117.70962099894284
2020-04-03,118.82866771998052
2020-04-04,104.9374463161586
2020-04-05,121.20041576058074
2020-04-06,123.39492594088591
2020-04-07,118.0406602042112
2020-04-08,121.56946472081192
2020-04-09,121.40189549259266
2020-04-10,109.67584592581912
2020-04-11,112.69882754283792
2020-04-12,111.20524614938215
2020-04-13,120.82877484983575
2020-04-14,118.28934925080787
2020-04-15,117.86208482478656
2020-04-16,118.78166624199358
2020-04-17,115.15429466319215
2020-04-18,112.36173498922305
2020-04-19,107.80381309376824
2020-04-20,119.4829505353377
2020-04-21,113.4952785824782
2020-04-22,113.10804518963982
2020-04-23,116.04004635987378
2020-04-24,111.29859690679403
2020-04-25,120.51154799769212
2020-04-26,121.10268205579297
2020-04-27,114.56137534143849
2020-04-28,116.71794787146099
2020-04-29,116.86294658516398
2020-04-30,115.76605189844067
2020-05-01,114.0428677837574
2020-05-02,125.69526235849168
2020-05-03,115.00484612965819
2020-05-04,115.88854630429795
2020-05-05,116.38588698728321
2020-05-06,114.31374182615167
2020-05-07,118.77110289180547
2020-05-08,113.94745502116206
2020-05-09,119.9723217906412
2020-05-10,104.39807276876323
2020-05-11,114.81371462110425
2020-05-12,110.66910555931186
2020-05-13,121.40875838467787
2020-05-14,112.62378471787918
2020-05-15,118.44117749805704
2020-05-16,113.80049665360929
2020-05-17,113.33396074119253
2020-05-18,116.73825338506396
2020-05-19,110.87676864715888
2020-05-20,111.41885659198229
2020-05-21,125.59469844588028
2020-05-22,115.18873064072032
2020-05-23,122.97870915156902
2020-05-24,116.04425244776135
2020-05-25,117.58273341968143
2020-05-26,119.21702662728964
2020-05-27,110.67549081409362
2020-05-28,117.577788663766
2020-05-29,120.78431319188026
2020-05-30,110.8498627662981
2020-05-31,115.97560733241569
2020-06-01,120.72080339627891
2020-06-02,103.16238062338395
2020-06-03,119.63989053508584
2020-06-04,118.04348152852847
2020-06-05,120.14262686970275
2020-06-06,108.72108496166798
2020-06-07,108.81530979440574
2020-06-08,106.95779028127365
2020-06-09,118.25659344742758
2020-06-10,116.07647392520924
2020-06-11,111.11120605786648
2020-06-12,115.40871323504668
2020-06-13,120.13183229787758
2020-06-14,114.94517679775042
2020-06-15,120.94515094103551
2020-06-16,112.76422570574745
2020-06-17,114.54738399437367
2020-06-18,117.77207044358688
2020-06-19,110.93966599880756
2020-06-20,114.80286524779797
2020-06-21,109.19768741962558
2020-06-22,120.76401108980338
2020-06-23,114.04331093081684
2020-06-24,114.8097516304542
2020-06-25,112.06248788664105
2020-06-26,113.52141994336343
2020-06-27,114.73612093884444
2020-06-28,112.25430441913586
2020-06-29,112.45529450129187
2020-06-30,107.61210664209803
2020-07-01,112.3434361818428
2020-07-02,111.7802099261165
2020-07-03,117.52236235759281
2020-07-04,105.17166633296748
2020-07-05,112.9055735514912
2020-07-06,103.05558424731501
2020-07-07,98.5960792522078
2020-07-08,108.24868414812829
2020-07-09,117.6709071992714
2020-07-10,110.58509326947228
2020-07-11,107.43603332007896
2020-07-12,111.7927227180753
2020-07-13,109.05884586983696
2020-07-14,114.14935659909791
2020-07-15,101.40842520558945
2020-07-16,116.7402298054836
2020-07-17,103.81056188511153
2020-07-18,109.28134386816821
2020-07-19,111.2030110675301
2020-07-20,107.51419981443091
2020-07-21,112.74278386543752
2020-07-22,114.10735900455917
2020-07-23,111.62854828037197
2020-07-24,107.42854869846352
2020-07-25,114.72719704451646
2020-07-26,117.45830650691643
2020-07-27,109.56715811676284
2020-07-28,111.6231453460596
2020-07-29,114.60527705609653
2020-07-30,114.84356794587835
2020-07-31,109.4258693187965
2020-08-01,108.95146940636901
2020-08-02,110.04106414092247
2020-08-03,110.36079648996865
2020-08-04,117.8869383322467
2020-08-05,118.74711281754838
2020-08-06,104.42238846359592
2020-08-07,113.21770650535593
2020-08-08,105.60420008511736
2020-08-09,109.21484012630441
2020-08-10,107.79446724099101
2020-08-11,100.52379785358696
2020-08-12,108.70553422124165
2020-08-13,109.89284463497002
2020-08-14,101.42894543009616
2020-08-15,107.62376077812986
2020-08-16,108.06358016047824
2020-08-17,104.65177984068332
2020-08-18,106.25340328092511
2020-08-19,109.47229166582517
2020-08-20,101.52610736932284
2020-08-21,113.5662258577035
2020-08-22,112.54153032767198
2020-08-23,99.45727927939642
2020-08-24,106.789771876969
2020-08-25,114.6793730782943
2020-08-26,106.01514948629178
2020-08-27,103.11235345335736
2020-08-28,112.45872302146937
2020-08-29,112.15747310318072
2020-08-30,109.81286996136663
2020-08-31,115.73668961377354
2020-09-01,101.77034422130038
2020-09-02,104.99733615264661
2020-09-03,112.49989770568592
2020-09-04,110.39948958429828
2020-09-05,112.45929242161728
2020-09-06,110.76358954781874
2020-09-07,103.02298860565716
2020-09-08,103.41459935186079
2020-09-09,107.83744916523028
2020-09-10,102.56041304320946
2020-09-11,111.34246713480206
2020-09-12,104.62752130443612
2020-09-13,98.63932555013515
2020-09-14,112.89622117447425
2020-09-15,108.24802645951681
2020-09-16,105.71844982451643
2020-09-17,101.32994592623987
2020-09-18,107.65160311641293
2020-09-19,103.73223170913555
2020-09-20,111.23181889560746
2020-09-21,116.25918056402168
2020-09-22,105.13137101782353
2020-09-23,106.21054773365948
2020-09-24,106.962312349783
2020-09-25,101.07209578227892
2020-09-26,114.86588245455401
2020-09-27,103.70489749460997
2020-09-28,105.43037941565686
2020-09-29,119.88985204025784
2020-09-30,113.50387822643278
2020-10-01,109.47559489584981
2020-10-02,107.79705754707656
2020-10-03,110.79903531275114
2020-10-04,113.06036603457768
2020-10-05,99.71000643118632
2020-10-06,108.57378180124316
2020-10-07,108.9373632750623
2020-10-08,108.55942895186082
2020-10-09,108.24354905855196
2020-10-10,107.98864899052181
2020-10-11,107.82434127134671
2020-10-12,115.7585267503909
2020-10-13,105.75148294728982
2020-10-14,113.6707460890774
2020-10-15,105.80926826823932
2020-10-16,113.10321119291066
2020-10-17,105.37771823241854
2020-10-18,110.05589416126394
2020-10-19,112.26219713493043
2020-10-20,110.70324962888061
2020-10-21,117.99400268898779
2020-10-22,112.90425137442693
2020-10-23,118.95037169302552
2020-10-24,106.1619257876868
2020-10-25,115.80110317730268
2020-10-26,105.54365650970607
2020-10-27,108.28626781544004
2020-10-28,116.71337893297236
2020-10-29,112.11055934292534
2020-10-30,115.71727508953815
2020-10-31,113.64272060048056
2020-11-01,120.46172992950555
2020-11-02,113.65449877266477
2020-11-03,111.87656695163338
2020-11-04,112.94135182831445
2020-11-05,113.71096938636974
2020-11-06,116.41632019059492
2020-11-07,114.47127129714897
2020-11-08,118.57310626958645
2020-11-09,114.7780145722514
2020-11-10,116.04483958247975
2020-11-11,115.90672357990925
2020-11-12,110.02947074361221
2020-11-13,115.49309399968368
2020-11-14,107.10314297912494
2020-11-15,109.95706510176969
2020-11-16,118.57246594389049
2020-11-17,113.92442482556172
2020-11-18,104.52178105378496
2020-11-19,113.29036745891871
2020-11-20,107.00877522320421
2020-11-21,106.29552163343664
2020-11-22,120.47753579471804
2020-11-23,118.36408345083822
2020-11-24,113.22980657207198
2020-11-25,117.89453435740273
2020-11-26,119.71906906645661
2020-11-27,110.40967892010475
2020-11-28,111.89242054569362
